date,user_id,monthly_income,monthly_expense_total,emergency_fund,investment_amount,debt_to_income_ratio,age,Rasio Dana Darurat,score_emergency,cluster_investor,status_kesiapan_invest,ticker_saham,jumlah_lot,average_price
2021-10-17,1288,66694474.98,37053884.34,18268529.94,1187979.66,0.15,21,0.49,3.27,2,Siap Investasi (Konservatif),MTEL.JK,5,4260
2021-11-16,1689,121935441.78,57612381.84,15152552.100000001,953774.46,0.57,19,0.26,1.73,1,Belum Siap Investasi,ERAA.JK,18,2118
2021-12-16,1817,81705979.62,74699923.32,5502249.18,7300735.38,0.28,25,0.07,0.47,2,Siap Investasi (Konservatif),JSMR.JK,26,1616
2022-01-15,1268,79698980.88,53259835.5,14474580.479999999,6167636.64,0.54,20,0.27,1.8,1,Belum Siap Investasi,BBCA.JK,20,2031
2022-02-14,1607,60675226.56,10157164.92,23945209.56,5366095.56,0.39,21,2.36,5.07,1,Belum Siap Investasi,MAPI.JK,41,1066
2022-03-16,1424,46370532.24,59021982.54,0.0,0.0,0.27,29,0.0,0.0,2,Siap Investasi (Konservatif),Belum Ada Portfolio,0,0
2022-04-15,1807,67420685.88,41826077.46,3450157.2,9237472.56,0.57,24,0.08,0.53,1,Belum Siap Investasi,PTMP.JK,49,4567
2022-05-15,1453,60181473.06,47291273.28,12026611.8,4227403.86,0.32,27,0.25,1.67,2,Siap Investasi (Konservatif),TLKM.JK,27,1190
2022-06-14,1303,60027142.32,47193046.919999994,7516763.46,2280529.44,0.23,26,0.16,1.07,2,Siap Investasi (Konservatif),UNTR.JK,49,4437
2022-07-14,1177,72998964.36,56208723.66,19796107.14,0.0,0.56,19,0.35,2.33,1,Belum Siap Investasi,Belum Ada Portfolio,0,0
2022-08-13,1560,71361450.53999999,60100025.580000006,20215054.799999997,12010706.82,0.54,20,0.34,2.27,1,Belum Siap Investasi,EXCL.JK,12,3815
2022-09-12,1150,72517095.9,15379591.32,26399819.88,7155842.760000001,0.2,21,1.72,5.07,0,Siap Investasi (Agresif),TBIG.JK,7,1520
2022-10-12,1649,60729408.36,69732326.16,1552745.52,12723110.100000001,0.19,27,0.02,0.13,0,Siap Investasi (Agresif),SRTG.JK,3,1989
2022-11-11,1595,99751839.83999999,39135164.580000006,21063262.14,0.0,0.3,18,0.54,3.6,2,Siap Investasi (Konservatif),Belum Ada Portfolio,0,0
2022-12-11,1267,85669290.9,57120900.48,21192249.78,14065839.971999988,0.41,24,0.37,2.47,0,Siap Investasi (Agresif),SRTG.JK,10,2140
2023-01-10,1751,79434363.96,37181823.3,15097496.399999999,2813958.0,0.29,19,0.41,2.73,2,Siap Investasi (Konservatif),ADRO.JK,34,3314
2023-02-09,1637,63136478.52,63591955.2,12324961.26,10663677.36,0.32,22,0.19,1.27,0,Siap Investasi (Agresif),GOTO.JK,25,2634
2023-03-11,1208,77649335.82,42496358.76,13619207.16,14065839.971999988,0.22,18,0.32,2.13,0,Siap Investasi (Agresif),ASII.JK,35,3532
2023-04-10,1793,51444220.86,44201687.22,7952490.0,12773271.96,0.47,20,0.18,1.2,1,Belum Siap Investasi,BBRI.JK,16,4580
2023-05-10,1161,79489070.1,40188039.3,9490204.44,0.0,0.44,29,0.24,1.6,2,Siap Investasi (Konservatif),Belum Ada Portfolio,0,0
2023-06-09,1304,48486943.26,50653865.7,22207721.58,14065839.971999988,0.43,19,0.44,2.93,0,Siap Investasi (Agresif),BFIN.JK,2,4369
2023-07-09,1591,65193289.56,78517118.52,23685661.26,6078324.06,0.45,18,0.3,2.0,1,Belum Siap Investasi,BUKA.JK,24,4980
2023-08-08,1120,63282070.26,53017066.080000006,16481754.0,5632984.62,0.29,24,0.31,2.07,2,Siap Investasi (Konservatif),ASII.JK,10,2187
2023-09-07,1146,64972891.98,78130330.38,24418513.799999997,5267344.86,0.49,22,0.31,2.07,1,Belum Siap Investasi,ESSA.JK,38,1375
2023-10-07,1194,44174771.099999994,38214598.32,31467041.64,6104191.5,0.22,18,0.82,5.07,2,Siap Investasi (Konservatif),CPIN.JK,22,1652
2023-11-06,1371,65570989.14,72091506.6,7434092.52,5483897.28,0.47,23,0.1,0.67,1,Belum Siap Investasi,INDY.JK,26,4339
2019-01-01,1620,44219864.34,42456683.7,8934229.26,8457778.98,0.32,22,0.21,1.4,0,Siap Investasi (Agresif),CPIN.JK,43,1548
2019-01-31,1227,56097738.36,56893336.919999994,5227844.58,0.0,0.45,20,0.09,0.6,2,Siap Investasi (Konservatif),Belum Ada Portfolio,0,0
2019-03-02,1773,79058412.18,39381080.04,15659588.88,5390215.199999999,0.5,29,0.4,2.67,1,Belum Siap Investasi,PGEO.JK,39,2097
2019-04-01,1675,53691192.54,44523282.419999994,24998259.06,7969968.0,0.42,24,0.56,3.73,1,Belum Siap Investasi,PTBA.JK,27,4579
2019-05-01,1579,63885935.16,54989633.16,22585770.72,0.0,0.4,28,0.41,2.73,2,Siap Investasi (Konservatif),Belum Ada Portfolio,0,0
2019-05-31,1954,59318059.86,31390138.44,17702242.740000002,7935536.34,0.56,27,0.56,3.73,1,Belum Siap Investasi,INKP.JK,29,1072
2019-06-30,1017,36495637.02,33016641.12,15788751.3,13764973.68,0.19,26,0.48,3.2,0,Siap Investasi (Agresif),MAPI.JK,47,3355
2019-07-30,1551,41428278.18,71268991.92,20174505.84,14065839.971999988,0.44,30,0.28,1.87,0,Siap Investasi (Agresif),INTP.JK,38,1198
2019-08-29,1829,51140278.44,67315118.76,8109792.0,6361467.66,0.55,30,0.12,0.8,1,Belum Siap Investasi,BBRI.JK,20,4201
2019-09-28,1192,67896961.38,28714955.76,18909448.200000003,6452353.260000001,0.5,26,0.66,4.4,1,Belum Siap Investasi,PGAS.JK,27,2781
2019-10-28,1812,66808256.76,65941522.74,21970370.34,454777.56,0.28,26,0.33,2.2,2,Siap Investasi (Konservatif),HMSP.JK,41,4895
2019-11-27,1522,91997375.58,19689840.9,15789799.979999999,10753164.72,0.28,19,0.8,5.07,0,Siap Investasi (Agresif),ISAT.JK,20,1571
2019-12-27,1164,79744598.46,30392144.64,16581203.82,10353617.64,0.31,20,0.55,3.67,0,Siap Investasi (Agresif),UNTR.JK,44,1790
2020-01-26,1036,91370439.72,34903041.660000004,12970773.36,8068019.58,0.12,24,0.37,2.47,0,Siap Investasi (Agresif),MAPI.JK,19,2638
2020-02-25,1104,58938612.48,47374818.12,12952945.8,14065839.971999988,0.56,22,0.27,1.8,1,Belum Siap Investasi,MEDC.JK,20,2831
2020-03-26,1669,54518076.72,52184239.38,11208641.399999999,14065839.971999988,0.38,19,0.21,1.4,0,Siap Investasi (Agresif),ASII.JK,35,2855
2020-04-25,1087,64182187.26,51108818.04,16552190.34,9942709.86,0.13,20,0.32,2.13,0,Siap Investasi (Agresif),BBRI.JK,47,2510
2020-05-25,1337,33913262.519999996,76887644.58,26921013.84,6489930.96,0.57,27,0.35,2.33,1,Belum Siap Investasi,EXCL.JK,2,4924
2020-06-24,1801,91168743.6,37754227.8,0.0,5638927.14,0.14,23,0.0,0.0,2,Siap Investasi (Konservatif),SIDO.JK,30,2174
2020-07-24,1859,68349641.58,60353281.8,20859293.88,1167006.0599999998,0.21,30,0.35,2.33,2,Siap Investasi (Konservatif),GOTO.JK,34,4740
2020-08-23,1695,61753444.38,46137375.72,30269798.64,9077723.64,0.53,24,0.66,4.4,1,Belum Siap Investasi,MEDC.JK,22,4277
2020-09-22,1295,88391314.62,62045326.98,16341755.22,7628273.1,0.11,26,0.26,1.73,0,Siap Investasi (Agresif),BUKA.JK,3,1178
2020-10-22,1218,90506327.4,63216877.32,28222775.28,6267785.58,0.44,18,0.45,3.0,1,Belum Siap Investasi,BBTN.JK,6,3244
2020-11-21,1610,62499230.64,51358928.22,21330151.200000003,3801989.34,0.57,28,0.42,2.8,1,Belum Siap Investasi,TLKM.JK,15,1734
2020-12-21,1943,42064652.16,43149861.18,17229462.84,8113462.38,0.37,24,0.4,2.67,1,Belum Siap Investasi,PGEO.JK,27,3136
2021-01-20,1764,76923124.92,72295824.42,13071796.2,10159611.84,0.55,25,0.18,1.2,1,Belum Siap Investasi,INTP.JK,10,1798
2021-02-19,1789,70220661.48,44031101.94,0.0,12198595.32,0.47,29,0.0,0.0,1,Belum Siap Investasi,BRIS.JK,9,4505
2021-03-21,1104,27383481.72,55618666.38,33238786.5,11400549.84,0.22,20,0.6,4.0,0,Siap Investasi (Agresif),BRPT.JK,33,1787
2021-04-20,1124,82437259.14,56673988.02,13769517.96,10531543.68,0.57,21,0.24,1.6,1,Belum Siap Investasi,TBIG.JK,32,3795
2021-05-20,1988,44901156.78,52528206.419999994,18265383.9,3141670.5,0.34,27,0.35,2.33,2,Siap Investasi (Konservatif),EXCL.JK,48,4254
2021-06-19,1318,55488630.06,53361207.900000006,6891225.84,9593324.64,0.41,23,0.13,0.87,1,Belum Siap Investasi,INCO.JK,6,1208
2021-07-19,1376,91452586.32,45904918.32,2585170.98,8994353.58,0.57,27,0.06,0.4,1,Belum Siap Investasi,ERAA.JK,41,1492
2021-08-18,1635,82823173.38,60766811.28,9364712.399999999,9398270.16,0.38,24,0.15,1.0,1,Belum Siap Investasi,ISAT.JK,36,4201
2021-09-17,1346,67962329.1,15871597.020000001,8005448.34,7107953.04,0.3,30,0.5,3.33,0,Siap Investasi (Agresif),BBNI.JK,2,3712
2021-10-17,1440,79180758.18,66391231.68,14003024.04,0.0,0.15,21,0.21,1.4,2,Siap Investasi (Konservatif),Belum Ada Portfolio,0,0
2021-11-16,1003,60577874.099999994,62087798.52,15800286.78,2988912.78,0.27,25,0.25,1.67,2,Siap Investasi (Konservatif),MDKA.JK,29,4084
2021-12-16,1893,72540166.86,79728868.26,30638409.66,7008852.78,0.51,22,0.38,2.53,1,Belum Siap Investasi,INTP.JK,4,2657
2022-01-15,1903,99775609.92,53973112.68,592329.42,10633964.76,0.51,18,0.01,0.07,1,Belum Siap Investasi,SCMA.JK,1,3918
2022-02-14,1572,91779599.69999999,54999420.84,17237852.28,10624526.64,0.44,21,0.31,2.07,1,Belum Siap Investasi,UNTR.JK,19,1731
2022-03-16,1491,77007019.32,56711740.5,9463987.44,8916926.040000001,0.18,20,0.17,1.13,0,Siap Investasi (Agresif),ISAT.JK,26,2129
2022-04-15,1929,51565692.96,78057621.9,22501177.200000003,4113622.08,0.17,26,0.29,1.93,2,Siap Investasi (Konservatif),ADRO.JK,25,4446
2022-05-15,1755,79687270.62,78344610.66000001,12445559.46,10237738.5,0.21,25,0.16,1.07,0,Siap Investasi (Agresif),ISAT.JK,10,2605
2022-06-14,1180,63960741.0,58448179.8,30452094.18,8634656.34,0.51,18,0.52,3.47,1,Belum Siap Investasi,ISAT.JK,15,4778
2022-07-14,1325,90739483.92,59286949.02,19659953.52,0.0,0.22,28,0.33,2.2,2,Siap Investasi (Konservatif),Belum Ada Portfolio,0,0
2022-08-13,1615,74323272.42,79234590.42,17236803.6,7406652.06,0.29,23,0.22,1.47,0,Siap Investasi (Agresif),MEDC.JK,22,3745
2022-09-12,1947,55421339.76,74195333.46,0.0,3263841.72,0.32,26,0.0,0.0,2,Siap Investasi (Konservatif),BFIN.JK,48,4170
2022-10-12,1740,20061772.74,58955566.14,25369142.22,218824.56,0.41,24,0.43,2.87,2,Siap Investasi (Konservatif),INDY.JK,21,1593
2022-11-11,1044,47572144.74,40146791.22,7048527.84,13050997.38,0.41,21,0.18,1.2,0,Siap Investasi (Agresif),ISAT.JK,22,4658
2022-12-11,1173,52329831.12,31376680.38,35397144.72,4963227.66,0.12,30,1.13,5.07,2,Siap Investasi (Konservatif),BFIN.JK,36,3933
2023-01-10,1886,62200881.18,63577798.02,17587237.5,9846406.08,0.21,18,0.28,1.87,0,Siap Investasi (Agresif),SMGR.JK,34,3899
2023-02-09,1824,80979768.72,60630482.88,3748681.44,6857668.08,0.45,29,0.06,0.4,1,Belum Siap Investasi,HRUM.JK,30,2215
2023-03-11,1753,94904316.54,49864908.78,22351740.299999997,8094935.699999999,0.39,19,0.45,3.0,1,Belum Siap Investasi,EXCL.JK,25,1324
2023-04-10,1661,77093185.86,51844991.400000006,5667765.84,0.0,0.3,29,0.11,0.73,2,Siap Investasi (Konservatif),Belum Ada Portfolio,0,0
2023-05-10,1478,67649997.24,47052349.02,15922458.0,4577138.64,0.53,22,0.34,2.27,1,Belum Siap Investasi,MBMA.JK,45,1978
2023-06-09,1259,91026997.02,45332339.04,30552068.34,7842553.38,0.41,29,0.67,4.47,1,Belum Siap Investasi,ADRO.JK,28,2749
2023-07-09,1708,83414978.46,62904370.68,20437724.52,8892631.620000001,0.11,28,0.32,2.13,0,Siap Investasi (Agresif),MAPI.JK,1,2850
2023-08-08,1941,72890775.54,45768415.14,8748438.120000001,13813737.3,0.2,22,0.19,1.27,0,Siap Investasi (Agresif),MBMA.JK,49,4003
2023-09-07,1739,102100009.14,61118643.419999994,17962140.6,2054189.34,0.29,25,0.29,1.93,2,Siap Investasi (Konservatif),HRUM.JK,45,2490
2023-10-07,1028,38488478.580000006,33505151.22,28569538.799999997,4845775.5,0.27,23,0.85,5.07,2,Siap Investasi (Konservatif),PGEO.JK,4,1893
2023-11-06,1979,81713669.94,64422684.54,19070245.799999997,3395625.84,0.22,25,0.3,2.0,2,Siap Investasi (Konservatif),TOWR.JK,7,2390
2019-01-01,1465,83625937.92,50225130.36,25924767.84,10780779.96,0.49,19,0.52,3.47,1,Belum Siap Investasi,SCMA.JK,49,4389
2019-01-31,1125,91705842.54,62890388.28,10962551.16,9080694.899999999,0.2,20,0.17,1.13,0,Siap Investasi (Agresif),BRIS.JK,9,1143
2019-03-02,1649,51592609.080000006,49742038.44,13683001.86,5112140.22,0.52,23,0.28,1.87,1,Belum Siap Investasi,ITMG.JK,36,1383
2019-04-01,1109,66586810.5,50332794.84,21369301.92,4108029.1199999996,0.56,29,0.42,2.8,1,Belum Siap Investasi,MIKA.JK,19,3263
2019-05-01,1054,80073359.64,64150552.080000006,14479649.100000001,14065839.971999988,0.57,30,0.23,1.53,1,Belum Siap Investasi,TINS.JK,1,4432
2019-05-31,1635,82930488.30000001,54696876.66,22371140.88,9475872.479999999,0.13,27,0.41,2.73,0,Siap Investasi (Agresif),MTEL.JK,10,3371
2019-06-30,1741,46646859.419999994,62066300.580000006,13142407.32,4222160.46,0.47,20,0.21,1.4,1,Belum Siap Investasi,PTPP.JK,36,4086
2019-07-30,1921,77866587.36,46665560.88,19149071.58,8262200.16,0.17,23,0.41,2.73,0,Siap Investasi (Agresif),MDKA.JK,9,1216
2019-08-29,1823,54874278.36,73178463.42,24090451.74,10161883.979999999,0.52,23,0.33,2.2,1,Belum Siap Investasi,BBRI.JK,45,2515
2019-09-28,1200,79867119.24,62391391.38,22153015.44,9807604.92,0.27,19,0.36,2.4,0,Siap Investasi (Agresif),UNVR.JK,46,3998
2019-10-28,1165,40152384.18,54965338.74,7453493.1,10418111.46,0.11,24,0.14,0.93,0,Siap Investasi (Agresif),AKRA.JK,42,4618
2019-11-27,1827,63035106.12,71016260.03999999,12495896.100000001,6089509.98,0.25,29,0.18,1.2,2,Siap Investasi (Konservatif),TPIA.JK,32,3230
2019-12-27,1804,68184299.7,47487726.0,20968356.6,8495881.02,0.38,19,0.44,2.93,1,Belum Siap Investasi,ANTM.JK,32,3317
2020-01-26,1326,70983925.74,54228990.599999994,28636479.540000003,0.0,0.57,23,0.53,3.53,1,Belum Siap Investasi,Belum Ada Portfolio,0,0
2020-02-25,1621,73414416.42,47773666.080000006,0.0,14065839.971999988,0.36,18,0.0,0.0,0,Siap Investasi (Agresif),BBCA.JK,6,3992
2020-03-26,1543,96164305.56,67683205.44,23414752.26,6300819.0,0.16,20,0.35,2.33,2,Siap Investasi (Konservatif),ANTM.JK,48,2490
2020-04-25,1153,87179040.54,49471129.44,10899979.92,10411819.38,0.13,19,0.22,1.47,0,Siap Investasi (Agresif),BBCA.JK,38,3917
2020-05-25,1585,42236286.12,62807367.78,20008814.4,11608538.04,0.14,24,0.32,2.13,0,Siap Investasi (Agresif),MBMA.JK,17,2635
2020-06-24,1137,71480475.72,60573679.38,28069143.66,14065839.971999988,0.34,21,0.46,3.07,0,Siap Investasi (Agresif),INKP.JK,10,4590
2020-07-24,1655,74911057.56,48219005.52,21250626.299999997,10991564.64,0.47,25,0.44,2.93,1,Belum Siap Investasi,INTP.JK,27,4613
2020-08-23,1897,45147247.02,50643204.12,25813782.540000003,6448158.54,0.55,23,0.51,3.4,1,Belum Siap Investasi,MEDC.JK,35,3514
2020-09-22,1501,106023295.80000001,79905221.28,11167043.76,9123690.78,0.12,29,0.14,0.93,0,Siap Investasi (Agresif),SCMA.JK,21,3352
2020-10-22,1389,46919516.22,51465893.580000006,9846406.08,3047813.64,0.41,27,0.19,1.27,1,Belum Siap Investasi,BBTN.JK,25,2167
2020-11-21,1325,63242395.2,72249332.94,18361862.459999997,12872896.56,0.23,21,0.25,1.67,0,Siap Investasi (Agresif),ASII.JK,28,1110
2020-12-21,1994,57317353.2,65017460.88,8762595.3,3807057.96,0.57,22,0.13,0.87,1,Belum Siap Investasi,ASII.JK,47,2013
2021-01-20,1688,89120496.78,24817186.98,13939054.56,8091964.44,0.29,30,0.56,3.73,0,Siap Investasi (Agresif),SCMA.JK,15,1231
2021-02-19,1198,91840423.14,64500112.080000006,19500728.94,0.0,0.24,30,0.3,2.0,2,Siap Investasi (Konservatif),Belum Ada Portfolio,0,0
2021-03-21,1800,28824368.040000003,48682347.3,30321533.52,4849970.22,0.23,26,0.62,4.13,2,Siap Investasi (Konservatif),INCO.JK,4,2714
2021-04-20,1419,66215053.44,54754204.5,12948925.86,5490014.58,0.57,24,0.24,1.6,1,Belum Siap Investasi,WIKA.JK,29,4655
2021-05-20,1885,79246825.02,44016245.64,14639747.58,10436638.14,0.46,27,0.33,2.2,1,Belum Siap Investasi,ERAA.JK,9,4793
2021-06-19,1824,66840765.84,39044978.099999994,20661792.48,6329482.92,0.24,26,0.53,3.53,2,Siap Investasi (Konservatif),WIKA.JK,27,2755
2021-07-19,1523,77436803.33999999,53380084.14,23728307.58,12402738.36,0.57,24,0.44,2.93,1,Belum Siap Investasi,PTBA.JK,26,4663
2021-08-18,1098,80562743.64,40091735.52,17568361.259999998,2692660.68,0.49,29,0.44,2.93,1,Belum Siap Investasi,TPIA.JK,19,4571
2021-09-17,1989,93145330.62,37414455.48,17261971.919999998,0.0,0.51,18,0.46,3.07,1,Belum Siap Investasi,Belum Ada Portfolio,0,0
2021-10-17,1305,70086080.88,56778331.68,24990393.959999997,14065839.971999988,0.48,29,0.44,2.93,1,Belum Siap Investasi,ARTO.JK,28,3642
2021-11-16,1109,68140779.48,61131926.7,21606303.6,9914919.84,0.5,25,0.35,2.33,1,Belum Siap Investasi,BBRI.JK,17,2577
2021-12-16,1982,46791052.919999994,33095641.68,21985925.76,14065839.971999988,0.51,21,0.66,4.4,1,Belum Siap Investasi,ERAA.JK,43,2296
2022-01-15,1266,54667338.84,51236232.66,28930809.06,4375092.96,0.47,20,0.56,3.73,1,Belum Siap Investasi,BRPT.JK,41,4774
2022-02-14,1200,71033388.48,47343182.94,19901149.92,7965598.5,0.29,30,0.42,2.8,0,Siap Investasi (Agresif),AMMN.JK,42,3220
2022-03-16,1931,40366839.24,40440421.62,11913354.36,14065839.971999988,0.41,24,0.29,1.93,0,Siap Investasi (Agresif),ANTM.JK,20,1972
2022-04-15,1128,83988256.86,39077487.18,18995439.959999997,10360259.28,0.34,29,0.49,3.27,0,Siap Investasi (Agresif),TOWR.JK,45,2030
2022-05-15,1946,41211725.76,63021648.06,12797741.16,3886408.08,0.27,20,0.2,1.33,2,Siap Investasi (Konservatif),EXCL.JK,40,4226
2022-06-14,1855,81370926.36,68347544.22,36205502.22,4940681.04,0.56,25,0.53,3.53,1,Belum Siap Investasi,HRUM.JK,39,4593
2022-07-14,1498,87224133.78,25968288.06,20981989.44,6477521.58,0.44,23,0.81,5.07,1,Belum Siap Investasi,AKRA.JK,49,3593
2022-08-13,1927,117756102.42,44059940.64,16896856.5,6339794.94,0.2,22,0.38,2.53,2,Siap Investasi (Konservatif),MEDC.JK,23,3595
2022-09-12,1753,77378426.82,47749022.099999994,14372159.399999999,4400610.84,0.34,21,0.3,2.0,2,Siap Investasi (Konservatif),UNTR.JK,47,4992
2022-10-12,1272,99806545.98,63214954.74,29944008.72,10186353.18,0.41,25,0.47,3.13,1,Belum Siap Investasi,MIKA.JK,32,1517
2022-11-11,1406,72548031.96,47815438.5,24102861.12,5922769.86,0.25,25,0.5,3.33,2,Siap Investasi (Konservatif),BMRI.JK,47,4991
2022-12-11,1486,57095732.16,59351442.84,18465332.22,8954154.18,0.31,29,0.31,2.07,0,Siap Investasi (Agresif),BBRI.JK,33,1913
2023-01-10,1737,46334702.34,48155210.82,12925680.12,6655622.4,0.13,18,0.27,1.8,2,Siap Investasi (Konservatif),CPIN.JK,46,3262
2023-02-09,1754,76914735.48,59157262.26,25312338.72,5207570.1,0.41,26,0.43,2.87,1,Belum Siap Investasi,TBIG.JK,5,3181
2023-03-11,1789,102439431.9,64168204.86,25437655.98,1220313.96,0.29,22,0.4,2.67,2,Siap Investasi (Konservatif),BBTN.JK,43,3332
2023-04-10,1175,88886990.69999999,55948301.46,11207068.38,604389.24,0.18,21,0.2,1.33,2,Siap Investasi (Konservatif),GGRM.JK,48,4197
2023-05-10,1236,68626318.32000001,40896946.98,6740041.14,8727114.959999999,0.47,23,0.16,1.07,1,Belum Siap Investasi,BBTN.JK,34,2944
2023-06-09,1919,60111910.62,61634943.54,30850243.02,6379644.78,0.18,23,0.5,3.33,2,Siap Investasi (Konservatif),BFIN.JK,40,2462
2023-07-09,1368,47456789.94,34542470.519999996,0.0,7389698.4,0.54,19,0.0,0.0,1,Belum Siap Investasi,HMSP.JK,11,2872
2023-08-08,1597,97583519.16000001,63234704.88,11416280.04,3919616.28,0.42,25,0.18,1.2,1,Belum Siap Investasi,PGAS.JK,3,3733
2023-09-07,1178,87926050.26,48998174.76,20062471.86,1046757.42,0.14,24,0.41,2.73,2,Siap Investasi (Konservatif),SIDO.JK,33,4223
2023-10-07,1075,52521390.0,61449676.74,13605923.88,7056742.5,0.46,18,0.22,1.47,1,Belum Siap Investasi,TOWR.JK,11,3378
2023-11-06,1502,77677125.83999999,62693236.44,10028876.399999999,0.0,0.43,22,0.16,1.07,2,Siap Investasi (Konservatif),Belum Ada Portfolio,0,0
2019-01-01,1048,87857711.28,63562766.94,41481236.52,9250930.62,0.38,29,0.65,4.33,0,Siap Investasi (Agresif),EMTK.JK,16,4609
2019-01-31,1696,46434326.94,40638796.919999994,20628059.94,13351269.42,0.41,23,0.51,3.4,0,Siap Investasi (Agresif),TINS.JK,18,4454
2019-03-02,1565,48966539.580000006,46673425.98,14467938.84,8168343.300000001,0.4,21,0.31,2.07,1,Belum Siap Investasi,PGEO.JK,30,4186
2019-04-01,1675,82516084.92,44324382.78,19655758.799999997,5189567.760000001,0.26,19,0.44,2.93,2,Siap Investasi (Konservatif),JSMR.JK,48,3941
2019-05-01,1799,70359436.8,68223799.98,15140492.28,3324315.5999999996,0.57,30,0.22,1.47,1,Belum Siap Investasi,PGAS.JK,10,4553
2019-05-31,1196,57793628.7,51766515.18,6674673.42,8835129.0,0.28,21,0.13,0.87,0,Siap Investasi (Agresif),ASII.JK,18,2307
2019-06-30,1211,67580959.14,89258398.19999999,1376392.5,5653783.44,0.5,18,0.02,0.13,1,Belum Siap Investasi,INDF.JK,38,1898
2019-07-30,1475,90202035.42,43933050.36,19168122.6,7693466.04,0.32,24,0.44,2.93,0,Siap Investasi (Agresif),TINS.JK,19,2098
2019-08-29,1649,79410768.66000001,38228930.28,27658585.44,1407503.34,0.3,19,0.72,4.8,2,Siap Investasi (Konservatif),SRTG.JK,36,2189
2019-09-28,1464,73135467.54,38290452.84,17480272.14,0.0,0.51,30,0.46,3.07,1,Belum Siap Investasi,Belum Ada Portfolio,0,0
2019-10-28,1458,72051831.54,75557743.56,27881080.38,5256683.28,0.24,19,0.37,2.47,2,Siap Investasi (Konservatif),TINS.JK,13,2212
2019-11-27,1053,44596340.46,40093483.32,20380571.459999997,7410322.44,0.31,26,0.51,3.4,0,Siap Investasi (Agresif),INTP.JK,46,3125
2019-12-27,1048,85822572.96,41717539.080000006,12514772.34,9756569.16,0.2,22,0.3,2.0,0,Siap Investasi (Agresif),SIDO.JK,3,3994
2020-01-26,1284,58110679.62,69803112.06,24413969.52,3402442.26,0.51,19,0.35,2.33,1,Belum Siap Investasi,MTEL.JK,10,4673
2020-02-25,1408,44940307.5,25439928.12,8876551.86,5986389.78,0.39,28,0.35,2.33,1,Belum Siap Investasi,CPIN.JK,38,1687
2020-03-26,1437,81923231.16000001,48423672.900000006,18781334.459999997,9802536.3,0.22,26,0.39,2.6,0,Siap Investasi (Agresif),ANTM.JK,1,3068
2020-04-25,1076,95338295.28,37655826.66,11842568.46,11214059.58,0.5,26,0.31,2.07,1,Belum Siap Investasi,CPIN.JK,27,1565
2020-05-25,1343,93471994.44,54655803.36,17386939.62,2119557.06,0.48,18,0.32,2.13,1,Belum Siap Investasi,EMTK.JK,46,2207
2020-06-24,1747,32799913.92,74744667.0,18834118.02,5470788.78,0.43,28,0.25,1.67,1,Belum Siap Investasi,EXCL.JK,8,2894
2020-07-24,1851,65404423.8,53899879.86,19553687.28,14065839.971999988,0.57,20,0.36,2.4,1,Belum Siap Investasi,KLBF.JK,46,4293
2020-08-23,1408,59474837.52,54101226.419999994,26513426.88,11663418.96,0.46,21,0.49,3.27,1,Belum Siap Investasi,INTP.JK,42,1826
2020-09-22,1896,63329086.080000006,61663083.12,30380783.94,10124655.84,0.24,24,0.49,3.27,0,Siap Investasi (Agresif),TKIM.JK,17,2351
2020-10-22,1215,74566391.4,53074219.14,24406279.200000003,1648524.96,0.41,27,0.46,3.07,2,Siap Investasi (Konservatif),MEDC.JK,9,3226
2020-11-21,1127,67078291.86,53110049.04,18964503.9,8254684.62,0.21,21,0.36,2.4,0,Siap Investasi (Agresif),TPIA.JK,6,2811
2020-12-21,1489,56269896.66,42114814.02,20377250.64,11255132.88,0.47,19,0.48,3.2,1,Belum Siap Investasi,AKRA.JK,43,4183
2021-01-20,1637,65508767.46,62205600.24,16416036.72,8781471.540000001,0.43,24,0.26,1.73,1,Belum Siap Investasi,INCO.JK,25,4807
2021-02-19,1940,76171396.14,61625854.98,16170820.38,1675441.08,0.31,23,0.26,1.73,2,Siap Investasi (Konservatif),BBNI.JK,39,4797
2021-03-21,1659,44822680.56,9235899.54,11056932.36,2523298.86,0.46,20,1.2,5.07,1,Belum Siap Investasi,SIDO.JK,49,2082
2021-04-20,1668,43387911.54,59588968.86,9959838.3,5155136.1,0.24,23,0.17,1.13,2,Siap Investasi (Konservatif),JPFA.JK,28,2350
